Order Date,Order ID,Product Name,Category,City,Country,Customer Name,Discount,Postal Code,Manufacturer,Profit,Profit Ratio,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
7/15/2018,US-2018-128951,Xerox 1999,Office Supplies,Suffolk,United States,Ricardo Sperren,0.00%,23434,Xerox,$6.00,48.00%,2.00,South,$13.00,Corporate,7/17/2018,First Class,Virginia,Paper
3/28/2017,CA-2017-162901,Hanging Personal Folder File,Office Supplies,Arlington,United States,Aaron Smayling,0.00%,22204,Other,$8.00,25.00%,2.00,South,$31.00,Corporate,3/31/2017,First Class,Virginia,Storage
5/26/2018,CA-2018-123687,Martin-Yale Premier Letter Opener,Office Supplies,Louisville,United States,Kimberly Carter,0.00%,40214,Martin-Yale,$1.00,3.00%,2.00,South,$26.00,Corporate,5/29/2018,First Class,Kentucky,Supplies
5/26/2018,CA-2018-123687,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Office Supplies,Louisville,United States,Kimberly Carter,0.00%,40214,Belkin,$63.00,30.00%,3.00,South,$208.00,Corporate,5/29/2018,First Class,Kentucky,Appliances
11/14/2016,CA-2016-154746,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,Springfield,United States,Patrick Jones,0.00%,22153,Honeywell,$322.00,39.00%,3.00,South,$826.00,Corporate,11/17/2016,First Class,Virginia,Appliances
7/15/2018,US-2018-128951,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Suffolk,United States,Ricardo Sperren,0.00%,23434,Belkin,$50.00,28.00%,3.00,South,$180.00,Corporate,7/17/2018,First Class,Virginia,Appliances
1/6/2015,CA-2015-106054,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Athens,United States,Jack O'Briant,0.00%,30605,Dixon,$5.00,41.00%,3.00,South,$13.00,Corporate,1/7/2015,First Class,Georgia,Art
11/26/2017,CA-2017-133711,Surelock Post Binders,Office Supplies,Mobile,United States,Mark Cousins,0.00%,36608,Other,$46.00,50.00%,3.00,South,$92.00,Corporate,11/29/2017,First Class,Alabama,Binders
2/6/2016,CA-2016-104038,Tennsco Industrial Shelving,Office Supplies,Suffolk,United States,Lori Olson,0.00%,23434,Tennsco,$3.00,2.00%,3.00,South,$147.00,Corporate,2/8/2016,First Class,Virginia,Storage
2/6/2015,CA-2015-131905,Avery 480,Office Supplies,Chesapeake,United States,Neil Ducich,0.00%,23320,Avery,$7.00,48.00%,4.00,South,$15.00,Corporate,2/9/2015,First Class,Virginia,Labels
4/16/2018,CA-2018-122707,Compact Automatic Electric Letter Opener,Office Supplies,Hoover,United States,Edward Becker,0.00%,35244,Other,$10.00,2.00%,4.00,South,$477.00,Corporate,4/18/2018,First Class,Alabama,Supplies
11/26/2017,CA-2017-133711,Wilson Jones DublLock D-Ring Binders,Office Supplies,Mobile,United States,Mark Cousins,0.00%,36608,Wilson Jones,$17.00,50.00%,5.00,South,$34.00,Corporate,11/29/2017,First Class,Alabama,Binders
2/6/2016,CA-2016-104038,Xerox 1920,Office Supplies,Suffolk,United States,Lori Olson,0.00%,23434,Xerox,$13.00,45.00%,5.00,South,$30.00,Corporate,2/8/2016,First Class,Virginia,Paper
2/1/2017,US-2017-140809,X-Rack File for Hanging Folders,Office Supplies,Arlington,United States,Cyma Kinney,0.00%,22204,Other,$15.00,26.00%,5.00,South,$56.00,Corporate,2/3/2017,First Class,Virginia,Storage
5/18/2018,CA-2018-159464,Poly Designer Cover & Back,Office Supplies,Sandy Springs,United States,Todd Boyes,0.00%,30328,Poly,$55.00,48.00%,6.00,South,$114.00,Corporate,5/19/2018,First Class,Georgia,Binders
11/26/2017,CA-2017-133711,Easy-staple paper,Office Supplies,Mobile,United States,Mark Cousins,0.00%,36608,Easy-staple paper,$35.00,49.00%,7.00,South,$71.00,Corporate,11/29/2017,First Class,Alabama,Paper
9/3/2017,US-2017-101616,Heavy-Duty E-Z-D Binders,Office Supplies,Monroe,United States,Craig Yedwab,0.00%,71203,Other,$41.00,47.00%,8.00,South,$87.00,Corporate,9/6/2017,First Class,Louisiana,Binders
8/27/2018,US-2018-162208,Convenience Packs of Business Envelopes,Office Supplies,Tampa,United States,Stefania Perrino,20.00%,33614,Other,$1.00,34.00%,1.00,South,$3.00,Corporate,8/30/2018,First Class,Florida,Envelopes
8/26/2017,CA-2017-160598,Xerox 1944,Office Supplies,Miami,United States,Stuart Van,20.00%,33142,Xerox,$11.00,36.00%,1.00,South,$31.00,Corporate,8/28/2017,First Class,Florida,Paper
6/11/2016,CA-2016-121720,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Lakeland,United States,Jim Epp,20.00%,33801,Hunt,$8.00,13.00%,2.00,South,$61.00,Corporate,6/12/2016,First Class,Florida,Art
11/6/2017,US-2017-153815,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Jacksonville,United States,Kelly Lampkin,20.00%,32216,Other,$31.00,35.00%,2.00,South,$89.00,Corporate,11/9/2017,First Class,Florida,Paper
11/6/2017,US-2017-153815,Embossed Ink Jet Note Cards,Office Supplies,Jacksonville,United States,Kelly Lampkin,20.00%,32216,Other,$13.00,35.00%,2.00,South,$36.00,Corporate,11/9/2017,First Class,Florida,Paper
7/2/2016,CA-2016-140718,Things To Do Today Pad,Office Supplies,Raleigh,United States,Frank Atkinson,20.00%,27604,Things To Do,$3.00,35.00%,2.00,South,$9.00,Corporate,7/4/2016,First Class,North Carolina,Paper
6/11/2016,CA-2016-121720,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Lakeland,United States,Jim Epp,20.00%,33801,Tennsco,$52.00,5.00%,2.00,South,"$1,037.00",Corporate,6/12/2016,First Class,Florida,Storage
7/3/2018,CA-2018-124828,4009 Highlighters by Sanford,Office Supplies,Burlington,United States,Yana Sorensen,20.00%,27217,Other,$2.00,16.00%,3.00,South,$10.00,Corporate,7/4/2018,First Class,North Carolina,Art
5/9/2018,CA-2018-134810,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Jacksonville,United States,Matt Connell,20.00%,28540,Tyvek,$22.00,34.00%,3.00,South,$65.00,Corporate,5/10/2018,First Class,North Carolina,Envelopes
9/14/2018,CA-2018-115882,Xerox 1988,Office Supplies,Raleigh,United States,Dorothy Badders,20.00%,27604,Xerox,$23.00,31.00%,3.00,South,$74.00,Corporate,9/17/2018,First Class,North Carolina,Paper
5/5/2017,CA-2017-112676,Xerox 1965,Office Supplies,Murfreesboro,United States,Patrick Jones,20.00%,37130,Xerox,$5.00,36.00%,3.00,South,$14.00,Corporate,5/8/2017,First Class,Tennessee,Paper
3/19/2015,CA-2015-103989,Crate-A-Files,Office Supplies,Lakeland,United States,Matt Connell,20.00%,33801,Other,$2.00,7.00%,3.00,South,$26.00,Corporate,3/21/2015,First Class,Florida,Storage
10/20/2015,CA-2015-169684,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Knoxville,United States,Fred Hopkins,20.00%,37918,Other,-$25.00,-25.00%,3.00,South,$98.00,Corporate,10/23/2015,First Class,Tennessee,Storage
9/14/2018,CA-2018-115882,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,Raleigh,United States,Dorothy Badders,20.00%,27604,Other,$94.00,10.00%,4.00,South,$943.00,Corporate,9/17/2018,First Class,North Carolina,Appliances
3/19/2015,CA-2015-103989,Avery 501,Office Supplies,Lakeland,United States,Matt Connell,20.00%,33801,Avery,$4.00,34.00%,4.00,South,$12.00,Corporate,3/21/2015,First Class,Florida,Labels
6/18/2016,CA-2016-156734,Xerox 21,Office Supplies,Smyrna,United States,Benjamin Venier,20.00%,37167,Xerox,$7.00,35.00%,4.00,South,$21.00,Corporate,6/20/2016,First Class,Tennessee,Paper
6/11/2016,CA-2016-121720,Fellowes High-Stak Drawer Files,Office Supplies,Lakeland,United States,Jim Epp,20.00%,33801,Fellowes,$21.00,4.00%,4.00,South,$564.00,Corporate,6/12/2016,First Class,Florida,Storage
8/13/2016,CA-2016-133396,Newell 309,Office Supplies,Greensboro,United States,Grace Kelly,20.00%,27405,Newell,$8.00,13.00%,7.00,South,$65.00,Corporate,8/15/2016,First Class,North Carolina,Art
6/11/2016,CA-2016-121720,GBC Standard Plastic Binding Systems' Combs,Office Supplies,Lakeland,United States,Jim Epp,70.00%,33801,GBC,-$3.00,-83.00%,2.00,South,$4.00,Corporate,6/12/2016,First Class,Florida,Binders
7/2/2016,CA-2016-140718,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Raleigh,United States,Frank Atkinson,70.00%,27604,Wilson Jones,-$2.00,-80.00%,2.00,South,$3.00,Corporate,7/4/2016,First Class,North Carolina,Binders
4/15/2018,CA-2018-161851,VariCap6 Expandable Binder,Office Supplies,Miami,United States,Bart Pistole,70.00%,33180,Other,-$12.00,-77.00%,3.00,South,$16.00,Corporate,4/17/2018,First Class,Florida,Binders
6/18/2016,CA-2016-156734,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Smyrna,United States,Benjamin Venier,70.00%,37167,Avery,-$4.00,-73.00%,3.00,South,$6.00,Corporate,6/20/2016,First Class,Tennessee,Binders
6/11/2016,CA-2016-121720,Ibico Laser Imprintable Binding System Covers,Office Supplies,Lakeland,United States,Jim Epp,70.00%,33801,Ibico,-$63.00,-80.00%,5.00,South,$79.00,Corporate,6/12/2016,First Class,Florida,Binders
3/19/2015,CA-2015-103989,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Lakeland,United States,Matt Connell,70.00%,33801,Avery,-$26.00,-77.00%,5.00,South,$34.00,Corporate,3/21/2015,First Class,Florida,Binders
7/5/2015,CA-2015-103317,Wilson Jones Four-Pocket Poly Binders,Office Supplies,Palm Coast,United States,Don Miller,70.00%,32137,Wilson Jones,-$7.00,-70.00%,5.00,South,$10.00,Corporate,7/8/2015,First Class,Florida,Binders
1/2/2018,CA-2018-113481,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Jacksonville,United States,Aaron Smayling,70.00%,28540,Avery,-$13.00,-80.00%,5.00,South,$16.00,Corporate,1/4/2018,First Class,North Carolina,Binders
1/2/2018,CA-2018-113481,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Jacksonville,United States,Aaron Smayling,70.00%,28540,Avery,-$21.00,-73.00%,6.00,South,$29.00,Corporate,1/4/2018,First Class,North Carolina,Binders
9/30/2018,CA-2018-147452,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Seattle,United States,Cari Sayre,0.00%,98103,Other,$1.00,26.00%,1.00,West,$4.00,Corporate,10/3/2018,First Class,Washington,Appliances
11/11/2015,CA-2015-128524,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,Seattle,United States,Mary Zewe,0.00%,98115,Belkin,$7.00,30.00%,1.00,West,$23.00,Corporate,11/13/2015,First Class,Washington,Appliances
4/13/2018,CA-2018-155460,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Seattle,United States,Rob Williams,0.00%,98105,Xerox,$2.00,45.00%,1.00,West,$5.00,Corporate,4/15/2018,First Class,Washington,Paper
9/21/2018,CA-2018-165155,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,Los Angeles,United States,Brendan Murry,0.00%,90045,Tenex,$4.00,25.00%,1.00,West,$16.00,Corporate,9/23/2018,First Class,California,Storage
9/28/2016,CA-2016-169201,Holmes HEPA Air Purifier,Office Supplies,San Francisco,United States,Henry Goldwyn,0.00%,94110,Holmes,$15.00,35.00%,2.00,West,$44.00,Corporate,10/1/2016,First Class,California,Appliances
7/30/2017,CA-2017-112585,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,San Francisco,United States,Rob Williams,0.00%,94122,Hoover,$179.00,25.00%,2.00,West,$716.00,Corporate,8/2/2017,First Class,California,Appliances
9/23/2017,CA-2017-106656,Poly String Tie Envelopes,Office Supplies,San Diego,United States,Darrin Van Huff,0.00%,92037,Poly,$2.00,47.00%,2.00,West,$4.00,Corporate,9/26/2017,First Class,California,Envelopes
12/19/2015,CA-2015-162992,Avery 516,Office Supplies,Los Angeles,United States,Bart Pistole,0.00%,90008,Avery,$7.00,47.00%,2.00,West,$15.00,Corporate,12/21/2015,First Class,California,Labels
9/13/2016,US-2016-129007,Xerox 1915,Office Supplies,Anaheim,United States,Ken Dana,0.00%,92804,Xerox,$101.00,48.00%,2.00,West,$210.00,Corporate,9/15/2016,First Class,California,Paper
3/28/2018,US-2018-147886,Xerox 1975,Office Supplies,Fairfield,United States,Dave Hallsten,0.00%,94533,Xerox,$6.00,49.00%,2.00,West,$13.00,Corporate,3/31/2018,First Class,California,Paper
12/4/2018,CA-2018-153227,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Los Angeles,United States,Chris Selesnick,0.00%,90032,Adams,$6.00,49.00%,2.00,West,$12.00,Corporate,12/6/2018,First Class,California,Paper
7/20/2015,CA-2015-127866,Xerox 1965,Office Supplies,Riverside,United States,Jonathan Doherty,0.00%,92503,Xerox,$6.00,49.00%,2.00,West,$12.00,Corporate,7/23/2015,First Class,California,Paper
12/2/2018,CA-2018-116715,Xerox 1940,Office Supplies,San Francisco,United States,Victoria Wilson,0.00%,94122,Xerox,$54.00,49.00%,2.00,West,$110.00,Corporate,12/5/2018,First Class,California,Paper
12/2/2018,CA-2018-116715,Xerox 1962,Office Supplies,San Francisco,United States,Victoria Wilson,0.00%,94122,Xerox,$4.00,45.00%,2.00,West,$9.00,Corporate,12/5/2018,First Class,California,Paper
9/30/2018,CA-2018-147452,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Seattle,United States,Cari Sayre,0.00%,98103,Adams,$6.00,49.00%,2.00,West,$12.00,Corporate,10/3/2018,First Class,Washington,Paper
3/19/2016,CA-2016-111829,Multicolor Computer Printout Paper,Office Supplies,Seattle,United States,Fred Hopkins,0.00%,98115,Other,$101.00,48.00%,2.00,West,$210.00,Corporate,3/20/2016,First Class,Washington,Paper
10/28/2015,CA-2015-101931,Premier Automatic Letter Opener,Office Supplies,Los Angeles,United States,Todd Sumrall,0.00%,90049,Other,$14.00,3.00%,2.00,West,$481.00,Corporate,10/31/2015,First Class,California,Supplies
10/28/2015,CA-2015-101931,Serrated Blade or Curved Handle Hand Letter Openers,Office Supplies,Los Angeles,United States,Todd Sumrall,0.00%,90049,Other,$0.00,1.00%,2.00,West,$6.00,Corporate,10/31/2015,First Class,California,Supplies
11/17/2015,CA-2015-140662,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,San Francisco,United States,Thomas Seio,0.00%,94109,Other,$72.00,30.00%,3.00,West,$241.00,Corporate,11/19/2015,First Class,California,Appliances
9/28/2016,CA-2016-169201,Holmes Odor Grabber,Office Supplies,San Francisco,United States,Henry Goldwyn,0.00%,94110,Holmes,$14.00,33.00%,3.00,West,$43.00,Corporate,10/1/2016,First Class,California,Appliances
9/23/2017,CA-2017-106656,Avery 51,Office Supplies,San Diego,United States,Darrin Van Huff,0.00%,92037,Avery,$9.00,46.00%,3.00,West,$19.00,Corporate,9/26/2017,First Class,California,Labels
11/16/2016,CA-2016-120446,Avery 51,Office Supplies,San Diego,United States,John Grady,0.00%,92105,Avery,$9.00,46.00%,3.00,West,$19.00,Corporate,11/18/2016,First Class,California,Labels
10/10/2016,CA-2016-132388,Avery 503,Office Supplies,Santa Barbara,United States,Katherine Nockton,0.00%,93101,Avery,$15.00,48.00%,3.00,West,$31.00,Corporate,10/12/2016,First Class,California,Labels
12/6/2017,US-2017-114776,Xerox 216,Office Supplies,Antioch,United States,Greg Guthrie,0.00%,94509,Xerox,$9.00,48.00%,3.00,West,$19.00,Corporate,12/7/2017,First Class,California,Paper
3/28/2018,US-2018-147886,Xerox 1977,Office Supplies,Fairfield,United States,Dave Hallsten,0.00%,94533,Xerox,$10.00,48.00%,3.00,West,$20.00,Corporate,3/31/2018,First Class,California,Paper
9/30/2018,CA-2018-147452,Xerox 1882,Office Supplies,Seattle,United States,Cari Sayre,0.00%,98103,Xerox,$82.00,49.00%,3.00,West,$168.00,Corporate,10/3/2018,First Class,Washington,Paper
11/16/2015,CA-2015-119144,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Los Angeles,United States,Justin Deggeller,0.00%,90008,Space Solutions,$10.00,3.00%,3.00,West,$345.00,Corporate,11/18/2015,First Class,California,Storage
7/20/2015,CA-2015-127866,"Hot File 7-Pocket, Floor Stand",Office Supplies,Riverside,United States,Jonathan Doherty,0.00%,92503,Other,$161.00,30.00%,3.00,West,$535.00,Corporate,7/23/2015,First Class,California,Storage
3/19/2016,CA-2016-111829,Deluxe Rollaway Locking File with Drawer,Office Supplies,Seattle,United States,Fred Hopkins,0.00%,98115,Other,$349.00,28.00%,3.00,West,"$1,248.00",Corporate,3/20/2016,First Class,Washington,Storage
5/4/2015,US-2015-148194,Holmes Odor Grabber,Office Supplies,Seattle,United States,Bill Shonely,0.00%,98105,Holmes,$19.00,33.00%,4.00,West,$58.00,Corporate,5/7/2015,First Class,Washington,Appliances
7/20/2015,CA-2015-127866,Newell 348,Office Supplies,Riverside,United States,Jonathan Doherty,0.00%,92503,Newell,$4.00,29.00%,4.00,West,$13.00,Corporate,7/23/2015,First Class,California,Art
11/20/2016,CA-2016-136420,Avery 485,Office Supplies,San Diego,United States,Chris Selesnick,0.00%,92024,Avery,$24.00,47.00%,4.00,West,$50.00,Corporate,11/21/2016,First Class,California,Labels
3/28/2018,US-2018-147886,Xerox 1968,Office Supplies,Fairfield,United States,Dave Hallsten,0.00%,94533,Xerox,$13.00,48.00%,4.00,West,$27.00,Corporate,3/31/2018,First Class,California,Paper
12/19/2015,CA-2015-162992,Advantus T-Pin Paper Clips,Office Supplies,Los Angeles,United States,Bart Pistole,0.00%,90008,Advantus,$9.00,39.00%,5.00,West,$23.00,Corporate,12/21/2015,First Class,California,Fasteners
11/12/2016,CA-2016-153220,"Adams ""While You Were Out"" Message Pads",Office Supplies,Los Angeles,United States,Yoseph Carroll,0.00%,90032,Adams,$7.00,45.00%,5.00,West,$16.00,Corporate,11/14/2016,First Class,California,Paper
10/15/2018,CA-2018-113670,Xerox 1919,Office Supplies,Los Angeles,United States,Roland Schwarz,0.00%,90045,Xerox,$100.00,49.00%,5.00,West,$205.00,Corporate,10/17/2018,First Class,California,Paper
12/24/2017,CA-2017-123526,Xerox 1898,Office Supplies,Seattle,United States,Benjamin Venier,0.00%,98103,Xerox,$16.00,48.00%,5.00,West,$33.00,Corporate,12/25/2017,First Class,Washington,Paper
10/28/2015,CA-2015-101931,Eldon Portable Mobile Manager,Office Supplies,Los Angeles,United States,Todd Sumrall,0.00%,90049,Eldon,$38.00,27.00%,5.00,West,$141.00,Corporate,10/31/2015,First Class,California,Storage
9/25/2018,CA-2018-169929,Iris Project Case,Office Supplies,Helena,United States,Luke Schmidt,0.00%,59601,Iris,$10.00,26.00%,5.00,West,$40.00,Corporate,9/28/2018,First Class,Montana,Storage
12/25/2017,US-2017-116729,Xerox 225,Office Supplies,Los Angeles,United States,Grace Kelly,0.00%,90049,Xerox,$22.00,48.00%,7.00,West,$45.00,Corporate,12/28/2017,First Class,California,Paper
10/10/2016,CA-2016-109736,Xerox 1894,Office Supplies,San Francisco,United States,Denny Joy,0.00%,94109,Xerox,$22.00,48.00%,7.00,West,$45.00,Corporate,10/11/2016,First Class,California,Paper
11/17/2015,CA-2015-140662,Xerox 1941,Office Supplies,San Francisco,United States,Thomas Seio,0.00%,94109,Xerox,$352.00,48.00%,7.00,West,$734.00,Corporate,11/19/2015,First Class,California,Paper
3/28/2018,US-2018-147886,SAFCO Boltless Steel Shelving,Office Supplies,Fairfield,United States,Dave Hallsten,0.00%,94533,SAFCO,$8.00,1.00%,7.00,West,$795.00,Corporate,3/31/2018,First Class,California,Storage
12/6/2015,CA-2015-106726,Standard Rollaway File with Lock,Office Supplies,Los Angeles,United States,Roland Schwarz,0.00%,90008,Standard,$328.00,26.00%,7.00,West,"$1,261.00",Corporate,12/8/2015,First Class,California,Storage
9/6/2015,CA-2015-130449,Avery 516,Office Supplies,San Francisco,United States,Victoria Pisteka,0.00%,94109,Avery,$27.00,47.00%,8.00,West,$58.00,Corporate,9/9/2015,First Class,California,Labels
12/2/2018,CA-2018-116715,"Fellowes Mobile File Cart, Black",Office Supplies,San Francisco,United States,Victoria Wilson,0.00%,94122,Fellowes,$151.00,27.00%,9.00,West,$560.00,Corporate,12/5/2018,First Class,California,Storage
12/14/2017,CA-2017-146325,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,San Diego,United States,David Smith,0.00%,92037,Tenex,$35.00,26.00%,10.00,West,$135.00,Corporate,12/17/2017,First Class,California,Storage
3/23/2016,US-2016-107944,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Office Supplies,Los Angeles,United States,Alice McCarthy,0.00%,90008,TOPS,$93.00,48.00%,11.00,West,$193.00,Corporate,3/25/2016,First Class,California,Paper
3/8/2016,CA-2016-107741,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Pueblo,United States,Fred Chung,20.00%,81001,Dixon,$1.00,26.00%,1.00,West,$3.00,Corporate,3/10/2016,First Class,Colorado,Art
8/4/2018,CA-2018-132738,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,Loveland,United States,Harry Marie,20.00%,80538,Other,$3.00,36.00%,1.00,West,$9.00,Corporate,8/7/2018,First Class,Colorado,Envelopes
10/21/2018,CA-2018-167094,Xerox 218,Office Supplies,Springfield,United States,Damala Kotsonis,20.00%,97477,Xerox,$2.00,35.00%,1.00,West,$5.00,Corporate,10/22/2018,First Class,Oregon,Paper
7/4/2015,CA-2015-120096,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,Aurora,United States,Katrina Edelman,20.00%,80013,Fellowes,$3.00,10.00%,2.00,West,$32.00,Corporate,7/7/2015,First Class,Colorado,Appliances
9/11/2017,CA-2017-143476,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Phoenix,United States,Linda Cazamias,20.00%,85023,Crayola,$1.00,31.00%,2.00,West,$3.00,Corporate,9/13/2017,First Class,Arizona,Art
4/4/2015,US-2015-128685,Avery Non-Stick Binders,Office Supplies,Los Angeles,United States,Mary Zewe,20.00%,90008,Avery,$2.00,31.00%,2.00,West,$7.00,Corporate,4/5/2015,First Class,California,Binders
10/28/2015,CA-2015-101931,Avery Non-Stick Binders,Office Supplies,Los Angeles,United States,Todd Sumrall,20.00%,90049,Avery,$2.00,31.00%,2.00,West,$7.00,Corporate,10/31/2015,First Class,California,Binders
3/15/2017,CA-2017-138968,Avery Round Ring Poly Binders,Office Supplies,San Francisco,United States,Fred Chung,20.00%,94110,Avery,$2.00,36.00%,2.00,West,$5.00,Corporate,3/16/2017,First Class,California,Binders
5/5/2017,US-2017-102239,Avery Poly Binder Pockets,Office Supplies,Henderson,United States,Lindsay Williams,20.00%,89015,Avery,$2.00,35.00%,2.00,West,$6.00,Corporate,5/6/2017,First Class,Nevada,Binders
11/11/2015,CA-2015-128524,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Seattle,United States,Mary Zewe,20.00%,98115,Fellowes,$763.00,38.00%,2.00,West,"$2,034.00",Corporate,11/13/2015,First Class,Washington,Binders
10/2/2015,CA-2015-108189,Staples,Office Supplies,Tempe,United States,Erin Smith,20.00%,85281,Other,$1.00,31.00%,2.00,West,$5.00,Corporate,10/5/2015,First Class,Arizona,Fasteners
9/11/2017,CA-2017-143476,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Phoenix,United States,Linda Cazamias,20.00%,85023,Other,$3.00,31.00%,2.00,West,$10.00,Corporate,9/13/2017,First Class,Arizona,Paper
10/2/2015,CA-2015-108189,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Tempe,United States,Erin Smith,20.00%,85281,Adams,$3.00,36.00%,2.00,West,$9.00,Corporate,10/5/2015,First Class,Arizona,Paper
8/4/2018,CA-2018-132738,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Office Supplies,Loveland,United States,Harry Marie,20.00%,80538,Hammermil,$3.00,36.00%,2.00,West,$8.00,Corporate,8/7/2018,First Class,Colorado,Paper
10/2/2015,CA-2015-108189,Stiletto Hand Letter Openers,Office Supplies,Tempe,United States,Erin Smith,20.00%,85281,Other,-$3.00,-21.00%,2.00,West,$15.00,Corporate,10/5/2015,First Class,Arizona,Supplies
9/13/2016,US-2016-129007,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Anaheim,United States,Ken Dana,20.00%,92804,Acco,$8.00,31.00%,3.00,West,$25.00,Corporate,9/15/2016,First Class,California,Binders
10/20/2017,CA-2017-168921,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Los Angeles,United States,Andrew Gjertsen,20.00%,90049,Fellowes,$6.00,31.00%,3.00,West,$19.00,Corporate,10/22/2017,First Class,California,Binders
9/17/2016,US-2016-138716,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Seattle,United States,Cari Sayre,20.00%,98105,Acco,$8.00,31.00%,3.00,West,$25.00,Corporate,9/20/2016,First Class,Washington,Binders
11/12/2018,US-2018-136707,Acco 3-Hole Punch,Office Supplies,Los Angeles,United States,Jim Epp,20.00%,90036,Acco,$5.00,35.00%,4.00,West,$14.00,Corporate,11/15/2018,First Class,California,Binders
11/20/2016,CA-2016-136420,"Performers Binder/Pad Holder, Black",Office Supplies,San Diego,United States,Chris Selesnick,20.00%,92024,Other,$34.00,38.00%,4.00,West,$90.00,Corporate,11/21/2016,First Class,California,Binders
10/25/2015,US-2015-158400,GBC VeloBind Cover Sets,Office Supplies,San Francisco,United States,Aaron Hawkins,20.00%,94109,GBC,$19.00,38.00%,4.00,West,$49.00,Corporate,10/28/2015,First Class,California,Binders
9/11/2017,CA-2017-143476,Xerox 1976,Office Supplies,Phoenix,United States,Linda Cazamias,20.00%,85023,Xerox,$7.00,35.00%,4.00,West,$21.00,Corporate,9/13/2017,First Class,Arizona,Paper
7/4/2015,CA-2015-120096,Xerox 194,Office Supplies,Aurora,United States,Katrina Edelman,20.00%,80013,Xerox,$62.00,35.00%,4.00,West,$178.00,Corporate,7/7/2015,First Class,Colorado,Paper
8/31/2016,CA-2016-111514,GBC Prestige Therm-A-Bind Covers,Office Supplies,San Francisco,United States,Scott Cohen,20.00%,94122,GBC,$46.00,34.00%,5.00,West,$137.00,Corporate,9/2/2016,First Class,California,Binders
4/13/2018,CA-2018-155460,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Seattle,United States,Rob Williams,20.00%,98105,GBC,$302.00,34.00%,5.00,West,$896.00,Corporate,4/15/2018,First Class,Washington,Binders
11/14/2016,CA-2016-138674,Advantus Push Pins,Office Supplies,Springfield,United States,Ken Black,20.00%,97477,Advantus,$2.00,26.00%,5.00,West,$9.00,Corporate,11/17/2016,First Class,Oregon,Fasteners
10/2/2015,CA-2015-108189,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Tempe,United States,Erin Smith,20.00%,85281,Other,$5.00,36.00%,6.00,West,$13.00,Corporate,10/5/2015,First Class,Arizona,Envelopes
